1627605600000,40025.55000000,40025.55000000,39971.63000000,39971.63000000,38.09508700,1627605659999,1523542.73517317,759,10.67396000,426917.86039948,0
1627605660000,39975.41000000,39984.55000000,39948.00000000,39970.28000000,17.26438100,1627605719999,689953.78602206,539,6.71039800,268200.82077982,0
1627605720000,39970.29000000,39980.00000000,39956.43000000,39972.31000000,19.48883600,1627605779999,779015.34705370,338,4.91403100,196408.07528845,0
1627605780000,39972.31000000,39974.29000000,39951.34000000,39961.62000000,30.37788100,1627605839999,1213919.33725663,537,20.33170200,812462.89976744,0
1627605840000,39961.62000000,39969.12000000,39952.98000000,39956.97000000,16.81612400,1627605899999,671953.45161728,390,11.84801900,473433.36728119,0
1627605900000,39956.96000000,39973.34000000,39927.88000000,39934.35000000,28.28665800,1627605959999,1130011.62548151,565,7.83111400,312862.38803241,0
1627605960000,39934.35000000,39944.48000000,39909.90000000,39919.00000000,36.29973700,1627606019999,1449095.74021027,704,12.95191400,517045.16358169,0
1627606020000,39919.00000000,39925.27000000,39866.85000000,39874.14000000,29.12775900,1627606079999,1161921.89088838,810,10.74424300,428565.25906903,0
1627606080000,39872.02000000,39899.97000000,39861.69000000,39897.97000000,25.69418200,1627606139999,1024601.49264372,575,13.05008700,520434.81336776,0
1627606140000,39895.18000000,39967.61000000,39892.70000000,39957.83000000,32.21014100,1627606199999,1285931.92433280,580,19.79907900,790486.02849201,0
1627606200000,39957.82000000,39959.22000000,39930.00000000,39938.34000000,23.54246900,1627606259999,940504.46401709,425,10.48454700,418839.22143562,0
1627606260000,39938.33000000,39967.49000000,39930.00000000,39950.07000000,32.45099700,1627606319999,1296394.30206018,483,23.01258400,919399.99994195,0
1627606320000,39948.73000000,39964.82000000,39912.30000000,39924.33000000,23.56696200,1627606379999,941301.27432742,428,5.86617000,234330.90037760,0
1627606380000,39924.34000000,39924.34000000,39900.00000000,39919.06000000,7.84031800,1627606439999,312903.72194588,331,3.72930300,148835.29640740,0
1627606440000,39919.06000000,39931.42000000,39911.43000000,39925.66000000,8.71736700,1627606499999,347993.83405169,362,3.51428300,140281.25279117,0
1627606500000,39925.66000000,39953.77000000,39913.83000000,39925.35000000,20.80819600,1627606559999,830981.07330706,551,15.94697600,636853.64551243,0
1627606560000,39925.35000000,39925.35000000,39902.71000000,39920.99000000,42.76267900,1627606619999,1706735.18692205,495,27.07483600,1080615.74929751,0
1627606620000,39922.75000000,39925.21000000,39900.70000000,39913.25000000,16.64497600,1627606679999,664295.10020006,372,3.77753800,150784.90014536,0
1627606680000,39910.42000000,39928.72000000,39906.42000000,39909.47000000,26.57236000,1627606739999,1060652.10776539,447,17.14605800,684419.03885348,0
1627606740000,39910.00000000,39913.72000000,39892.68000000,39905.44000000,18.40361700,1627606799999,734409.46627135,517,4.77548300,190567.06223618,0
1627606800000,39905.45000000,39952.78000000,39905.44000000,39948.74000000,31.25942700,1627606859999,1248035.56900873,618,25.69996700,1026060.94540406,0
1627606860000,39948.75000000,39954.99000000,39901.00000000,39903.22000000,31.27340300,1627606919999,1248566.22762370,680,11.96028300,477501.67716831,0
1627606920000,39903.21000000,39903.21000000,39852.00000000,39864.61000000,29.52919100,1627606979999,1177578.66313879,828,13.68477500,545772.73970265,0
1627606980000,39864.61000000,39880.06000000,39850.01000000,39867.66000000,40.59517800,1627607039999,1618438.92016640,614,24.72897600,985931.17519409,0
1627607040000,39867.65000000,39905.44000000,39866.43000000,39897.10000000,12.00040300,1627607099999,478517.87480636,388,4.66514800,186028.15684975,0
1627607100000,39897.09000000,39916.09000000,39887.37000000,39914.07000000,13.20261800,1627607159999,526845.85180567,433,7.53509600,300694.99105471,0
1627607160000,39914.08000000,39952.79000000,39904.41000000,39944.46000000,23.28740900,1627607219999,929759.30335823,464,16.57119300,661595.95007909,0
1627607220000,39944.46000000,39950.00000000,39934.43000000,39940.00000000,33.44350500,1627607279999,1335826.21244604,618,21.61342200,863322.42078210,0
1627607280000,39940.00000000,39945.26000000,39925.68000000,39935.83000000,12.27241400,1627607339999,490136.76227048,438,4.81933100,192481.49676883,0
1627607340000,39935.83000000,39950.33000000,39915.00000000,39950.33000000,38.59379000,1627607399999,1540878.64936790,593,9.77402400,390260.39053378,0
1627607400000,39950.33000000,39980.00000000,39909.07000000,39918.72000000,16.97060400,1627607459999,677879.41719978,620,8.81128000,351907.53517143,0
1627607460000,39918.71000000,39926.38000000,39905.00000000,39908.19000000,4.87449400,1627607519999,194563.38151306,289,2.85182500,113830.41119231,0
1627607520000,39908.19000000,39918.72000000,39905.00000000,39918.72000000,9.51766800,1627607579999,379880.86212372,312,3.88857700,155208.73940798,0
1627607580000,39918.72000000,39989.34000000,39914.02000000,39980.74000000,21.84349000,1627607639999,872954.04367281,569,11.54200600,461290.85942716,0
1627607640000,39980.74000000,40065.19000000,39976.66000000,40034.10000000,61.19573900,1627607699999,2448683.24740891,1053,30.76730900,1231126.57377571,0
1627607700000,40037.96000000,40079.99000000,40033.99000000,40040.33000000,42.98982700,1627607759999,1722006.76379898,1005,25.61576800,1026151.12213401,0
1627607760000,40038.01000000,40044.56000000,39946.19000000,39971.26000000,57.31797800,1627607819999,2291309.54553720,807,9.51485100,380554.08257541,0
1627607820000,39964.68000000,39988.52000000,39953.85000000,39973.85000000,14.81599700,1627607879999,592088.76179902,435,4.41103500,176297.21598986,0
1627607880000,39973.84000000,39986.60000000,39957.07000000,39961.03000000,17.53946900,1627607939999,701104.18139982,416,9.25062200,369778.06691595,0
1627607940000,39961.03000000,39969.89000000,39940.74000000,39956.31000000,14.34084400,1627607999999,572971.89684369,469,6.16857400,246457.97150035,0
1627608000000,39956.31000000,39956.31000000,39919.04000000,39934.82000000,35.15968100,1627608059999,1404387.15859485,627,6.23905900,249128.42252435,0
1627608060000,39934.82000000,39962.71000000,39928.77000000,39938.25000000,10.11771000,1627608119999,404120.99407996,410,4.39455400,175521.46999884,0
1627608120000,39938.24000000,39960.72000000,39934.84000000,39935.42000000,12.22951300,1627608179999,488521.16821536,355,6.24137100,249338.24809231,0
1627608180000,39935.43000000,39939.41000000,39904.90000000,39929.22000000,30.71214700,1627608239999,1226212.36639678,549,4.53817900,181173.82828427,0
1627608240000,39929.22000000,39960.65000000,39922.12000000,39943.30000000,11.93424100,1627608299999,476690.42689295,443,6.39507200,255430.69657726,0
1627608300000,39943.30000000,39954.82000000,39920.64000000,39932.02000000,9.95331100,1627608359999,397550.26889019,398,3.06976500,122620.56420926,0
1627608360000,39932.03000000,39932.03000000,39910.00000000,39911.64000000,14.55347900,1627608419999,580971.72377681,425,4.72711200,188693.37207639,0
1627608420000,39911.63000000,39929.99000000,39911.63000000,39922.67000000,14.73564300,1627608479999,588288.90392704,404,10.55999900,421581.74740949,0
1627608480000,39922.67000000,39950.00000000,39922.66000000,39940.71000000,12.70451800,1627608539999,507303.61225744,328,11.18563800,446650.63591819,0
1627608540000,39942.64000000,39946.88000000,39929.99000000,39930.01000000,18.55393900,1627608599999,740906.86349897,304,6.80125600,271587.31298387,0
1627608600000,39930.00000000,39938.55000000,39920.70000000,39926.72000000,9.29616800,1627608659999,371187.72248636,305,4.32356300,172637.02890358,0
1627608660000,39926.73000000,39937.29000000,39909.77000000,39932.54000000,22.24463800,1627608719999,888062.95088464,545,8.25489400,329563.97171329,0
1627608720000,39932.57000000,39937.91000000,39911.39000000,39931.84000000,14.48335000,1627608779999,578250.23152679,358,10.18768600,406766.51172947,0
1627608780000,39929.99000000,39980.00000000,39926.16000000,39970.49000000,25.58752300,1627608839999,1022151.22994663,571,13.29625700,531179.41643171,0
1627608840000,39970.48000000,39989.99000000,39962.04000000,39965.13000000,17.61176700,1627608899999,704048.91723756,399,7.14392700,285595.14561026,0
1627608900000,39965.10000000,40031.15000000,39944.16000000,39995.00000000,24.32326700,1627608959999,972683.23560647,631,16.18576100,647306.65897496,0
1627608960000,39995.00000000,40014.19000000,39990.00000000,40006.57000000,18.57885500,1627609019999,743110.51628373,412,6.31264700,252504.52673962,0
1627609020000,40006.57000000,40024.99000000,39995.00000000,40000.54000000,16.90792500,1627609079999,676430.95777091,504,6.70986800,268465.14649699,0
1627609080000,40000.54000000,40000.54000000,39972.84000000,39980.40000000,20.76830900,1627609139999,830455.66764997,501,4.55723700,182217.58850442,0
1627609140000,39980.40000000,39998.60000000,39977.00000000,39996.41000000,10.67152800,1627609199999,426706.47033815,394,5.80042900,231927.38622733,0
1627609200000,39996.42000000,39996.42000000,39951.97000000,39978.36000000,14.49743200,1627609259999,579538.03676002,540,6.80505300,272033.71282495,0
1627609260000,39980.59000000,40043.84000000,39977.16000000,40018.73000000,36.06338900,1627609319999,1443014.43658734,889,21.72826200,869424.78834374,0
1627609320000,40018.73000000,40042.43000000,40016.28000000,40035.56000000,21.25759800,1627609379999,850881.26378183,540,10.47620400,419331.19334634,0
1627609380000,40031.91000000,40033.88000000,40017.62000000,40019.45000000,60.56179100,1627609439999,2424094.95886763,713,15.04670000,602234.48154527,0
1627609440000,40019.46000000,40028.88000000,40005.74000000,40020.49000000,30.79085600,1627609499999,1232101.03207120,784,11.46929400,458921.83936915,0
1627609500000,40020.48000000,40079.99000000,40020.48000000,40060.11000000,44.71711400,1627609559999,1791147.96634318,1026,22.89985800,917236.36920509,0
1627609560000,40060.11000000,40100.00000000,40060.11000000,40079.45000000,49.58342900,1627609619999,1987263.92213569,1087,22.70045100,909832.78459633,0
1627609620000,40079.45000000,40120.83000000,40071.16000000,40116.03000000,63.03802100,1627609679999,2527961.69192748,1276,36.81418500,1476299.46863933,0
1627609680000,40116.03000000,40147.83000000,40044.30000000,40046.21000000,43.04087500,1627609739999,1725978.92811938,1216,21.77192300,873165.04019874,0
1627609740000,40046.20000000,40078.00000000,40026.64000000,40074.47000000,37.07256200,1627609799999,1484462.56398370,783,22.35749500,895234.14076473,0
1627609800000,40074.47000000,40084.97000000,40040.00000000,40050.38000000,46.86303900,1627609859999,1877130.29372990,633,35.47437300,1420932.27435543,0
1627609860000,40055.51000000,40080.92000000,40047.24000000,40061.82000000,56.82626100,1627609919999,2276752.96950028,734,42.59924900,1706759.70720826,0
1627609920000,40061.83000000,40061.83000000,40037.81000000,40050.00000000,18.24654200,1627609979999,730780.01282131,514,6.52435500,261303.24815017,0
1627609980000,40050.01000000,40050.22000000,40032.89000000,40035.02000000,12.11922400,1627610039999,485257.67342141,384,3.36663600,134800.54181906,0
1627610040000,40035.07000000,40066.00000000,40030.90000000,40055.99000000,12.22879400,1627610099999,489701.11309788,433,5.81644900,232897.36946250,0
1627610100000,40055.99000000,40117.97000000,40052.37000000,40117.96000000,27.29086300,1627610159999,1094068.35306009,629,16.61328500,666048.39012565,0
1627610160000,40117.97000000,40124.00000000,40080.64000000,40081.40000000,32.56759200,1627610219999,1305839.26205919,742,11.67789000,468305.68708459,0
1627610220000,40081.39000000,40118.02000000,40074.01000000,40089.57000000,24.94260200,1627610279999,1000184.35779497,617,7.87702300,315876.19530851,0
1627610280000,40089.57000000,40103.60000000,40083.26000000,40086.77000000,20.77878200,1627610339999,833097.66763566,470,6.00029800,240579.00501396,0
1627610340000,40086.77000000,40103.94000000,40077.73000000,40099.49000000,27.56676700,1627610399999,1105223.09506295,439,17.72469500,710622.61459851,0
1627610400000,40099.50000000,40217.73000000,40091.07000000,40202.05000000,85.75842000,1627610459999,3445287.99816197,2566,47.72516700,1916882.84742350,0
1627610460000,40202.05000000,40226.64000000,40183.04000000,40209.14000000,49.66732300,1627610519999,1996948.99650985,2368,27.38343800,1100967.09724895,0
1627610520000,40209.15000000,40209.15000000,40140.01000000,40144.49000000,31.07611300,1627610579999,1248308.43375568,1802,11.25211400,451920.48202411,0
1627610580000,40144.50000000,40189.85000000,40123.02000000,40180.74000000,25.44890500,1627610639999,1021935.34009832,1971,12.79065700,513702.35632728,0
1627610640000,40180.74000000,40194.32000000,40179.34000000,40189.98000000,14.87655900,1627610699999,597802.32105251,1513,7.74583000,311256.37936601,0
1627610700000,40189.98000000,40216.33000000,40153.22000000,40167.09000000,42.22592900,1627610759999,1696878.74913135,2514,15.09762000,606716.12991603,0
1627610760000,40167.09000000,40205.91000000,40167.08000000,40204.37000000,25.65185800,1627610819999,1030724.50412441,1274,10.21707200,410534.87012907,0
1627610820000,40203.77000000,40203.77000000,40170.39000000,40190.00000000,23.02294100,1627610879999,925154.07939214,2124,9.63287500,387102.86428143,0
1627610880000,40190.01000000,40200.98000000,40173.46000000,40180.01000000,60.71386900,1627610939999,2440014.46511498,1599,34.42653900,1383550.98969072,0
1627610940000,40180.01000000,40200.01000000,40176.98000000,40180.93000000,32.86214200,1627610999999,1320662.45870157,2202,13.39591300,538364.75908875,0
1627611000000,40180.93000000,40200.68000000,40177.00000000,40195.46000000,38.34312800,1627611059999,1541266.51898107,1277,12.52395600,503384.16983693,0
1627611060000,40195.46000000,40249.39000000,40186.52000000,40237.50000000,35.42651400,1627611119999,1424627.79116988,2908,20.46306700,822895.58101877,0
1627611120000,40237.51000000,40250.00000000,40193.37000000,40197.56000000,37.68532300,1627611179999,1516240.15533554,1466,21.19172600,852684.65743974,0
1627611180000,40197.73000000,40210.00000000,40177.00000000,40177.01000000,35.80567500,1627611239999,1439188.17358469,1873,14.96319600,601533.51264572,0
1627611240000,40177.01000000,40195.00000000,40141.76000000,40142.87000000,32.48875400,1627611299999,1304925.47036900,2329,13.42110000,539101.09513766,0
1627611300000,40142.86000000,40194.99000000,40124.63000000,40192.26000000,62.89992900,1627611359999,2525688.31950010,2377,46.25449100,1857181.33472515,0
1627611360000,40193.12000000,40216.80000000,40186.02000000,40188.29000000,41.92938700,1627611419999,1685571.62011817,1328,26.10628700,1049546.23386378,0
1627611420000,40188.41000000,40209.99000000,40156.21000000,40159.30000000,23.52251100,1627611479999,945322.28389028,2104,9.76611500,392520.75206706,0
1627611480000,40158.51000000,40170.46000000,40145.36000000,40159.99000000,26.13645800,1627611539999,1049614.26822683,1065,14.41789600,579023.50134889,0
1627611540000,40159.99000000,40164.64000000,40095.06000000,40097.93000000,23.04973000,1627611599999,925114.68865807,2535,6.63124700,266173.81826641,0
1627611600000,40097.92000000,40118.55000000,40083.37000000,40087.42000000,29.89642800,1627611659999,1198783.77401203,1595,15.25448600,611638.01998295,0
1627611660000,40087.42000000,40106.85000000,40079.22000000,40088.97000000,24.81868400,1627611719999,995199.08397598,1598,8.43885800,338369.47865333,0
1627611720000,40088.96000000,40129.80000000,40085.01000000,40094.16000000,24.01724700,1627611779999,963375.30546268,1068,19.17983600,769396.88944255,0
1627611780000,40094.17000000,40131.00000000,40094.17000000,40106.38000000,11.15332100,1627611839999,447416.86463787,2294,4.38712300,175978.40525463,0
1627611840000,40106.39000000,40138.37000000,40106.39000000,40134.46000000,11.51099800,1627611899999,461903.93171304,1477,7.11940000,285693.26896282,0
1627611900000,40129.98000000,40172.72000000,40118.90000000,40157.98000000,22.83911100,1627611959999,916736.69969163,1572,7.88927600,316662.02062272,0
1627611960000,40157.98000000,40161.81000000,40100.10000000,40105.23000000,40.63410000,1627612019999,1630637.61951827,1468,5.94450900,238604.99648068,0
1627612020000,40105.23000000,40148.14000000,40092.80000000,40136.74000000,59.36671500,1627612079999,2381366.17694791,1953,41.55666200,1666879.40284486,0
1627612080000,40136.74000000,40150.00000000,40123.16000000,40140.98000000,34.36443800,1627612139999,1379351.39573705,1035,15.37323300,617070.12684166,0
1627612140000,40140.98000000,40167.74000000,40140.09000000,40153.19000000,33.70187800,1627612199999,1353146.86220939,2471,22.71124800,911855.67023597,0
1627612200000,40153.20000000,40170.00000000,40153.19000000,40166.99000000,11.12603600,1627612259999,446885.43066558,899,8.01113000,321777.48205252,0
1627612260000,40166.98000000,40183.90000000,40124.33000000,40125.11000000,17.12127700,1627612319999,687590.03079449,1869,7.86705200,315991.19506119,0
1627612320000,40125.11000000,40135.90000000,40120.37000000,40121.49000000,16.35280000,1627612379999,656216.15073624,1299,8.86764800,355840.41473295,0
1627612380000,40121.49000000,40133.04000000,40119.00000000,40122.47000000,32.57214100,1627612439999,1306976.76673349,1433,7.45582600,299162.35441375,0
1627612440000,40122.47000000,40143.96000000,40114.62000000,40136.79000000,46.48938600,1627612499999,1865280.32195811,1282,16.01825000,642740.17480204,0
1627612500000,40136.79000000,40138.62000000,40117.88000000,40117.89000000,16.93488600,1627612559999,679535.14443895,1779,8.74186100,350807.04896720,0
1627612560000,40117.89000000,40124.74000000,40114.62000000,40114.63000000,12.80733000,1627612619999,513782.80373204,877,3.01655400,121014.20734878,0
1627612620000,40114.63000000,40128.70000000,40114.62000000,40118.97000000,25.69383300,1627612679999,1030764.11705856,1352,13.64017000,547212.85226852,0
1627612680000,40118.96000000,40120.37000000,40114.62000000,40114.63000000,93.23563400,1627612739999,3740142.90962431,1485,12.15324500,487542.55629901,0
1627612740000,40114.62000000,40114.63000000,40063.87000000,40083.45000000,234.53960300,1627612799999,9405437.85300324,2840,49.09053500,1967729.83907653,0
1627612800000,40083.44000000,40090.27000000,40057.46000000,40076.11000000,19.42430000,1627612859999,778474.16069732,1209,5.34870000,214383.48532573,0
1627612860000,40076.10000000,40114.62000000,40073.00000000,40109.56000000,28.49494200,1627612919999,1142582.45448477,1792,22.22784600,891268.98183082,0
1627612920000,40109.55000000,40120.00000000,40099.39000000,40106.00000000,23.90384900,1627612979999,958773.80020609,1117,6.90635800,277018.75572230,0
1627612980000,40106.00000000,40135.81000000,40106.00000000,40135.81000000,30.38957200,1627613039999,1219505.48073560,1605,5.67012900,227519.25605656,0
1627613040000,40135.81000000,40135.81000000,40102.59000000,40104.60000000,22.81363700,1627613099999,915379.44340517,1665,10.57929400,424476.51845253,0
1627613100000,40104.61000000,40118.65000000,40084.71000000,40095.00000000,11.52936600,1627613159999,462397.16083471,1479,4.51824500,181202.68472309,0
1627613160000,40095.00000000,40118.47000000,40095.00000000,40100.01000000,17.80897800,1627613219999,714245.52265844,1098,10.73440900,430500.23261760,0
1627613220000,40100.01000000,40100.01000000,40070.08000000,40080.22000000,30.13544100,1627613279999,1207933.80822705,2118,13.53955700,542689.19263902,0
1627613280000,40080.22000000,40085.37000000,40061.67000000,40065.00000000,23.03585900,1627613339999,923252.35279345,1260,5.76152700,230918.03326927,0
1627613340000,40065.01000000,40075.02000000,40021.35000000,40035.35000000,40.39663700,1627613399999,1617713.39913935,2102,14.56691700,583431.84519795,0
1627613400000,40035.35000000,40043.40000000,40018.77000000,40019.99000000,11.00270500,1627613459999,440431.63975116,1495,4.51212200,180615.71855208,0
1627613460000,40020.00000000,40051.10000000,40018.81000000,40027.50000000,8.20079800,1627613519999,328298.27171293,1733,4.47330700,179065.55460469,0
1627613520000,40027.51000000,40027.51000000,39979.59000000,39997.95000000,44.54236500,1627613579999,1781493.35197845,1776,18.56096000,742322.83517298,0
1627613580000,39997.95000000,40000.00000000,39973.23000000,39978.41000000,22.53174700,1627613639999,900889.53056563,1878,11.55032500,461809.80044263,0
1627613640000,39978.41000000,39991.00000000,39970.01000000,39983.87000000,21.79853400,1627613699999,871523.51252250,1547,10.69645500,427659.37400678,0
1627613700000,39983.87000000,39983.88000000,39960.42000000,39982.22000000,30.25858100,1627613759999,1209557.45696394,2122,21.15110600,845487.55085007,0
1627613760000,39986.59000000,40020.93000000,39970.01000000,39993.10000000,54.15560200,1627613819999,2165796.82567008,1867,47.02682700,1880765.40911693,0
1627613820000,39993.10000000,40026.96000000,39987.51000000,40017.59000000,14.55511200,1627613879999,582303.13340095,1728,9.64841600,385990.61246058,0
1627613880000,40017.59000000,40017.60000000,39973.73000000,39976.07000000,20.77839500,1627613939999,830949.44780189,1390,3.24884700,129945.79877341,0
1627613940000,39976.07000000,39999.89000000,39970.34000000,39987.35000000,14.82736400,1627613999999,592880.41139317,881,4.41065300,176369.75118335,0
1627614000000,39987.41000000,40021.27000000,39986.56000000,40005.48000000,17.53787500,1627614059999,701681.58434099,544,9.06648400,362724.55381469,0
1627614060000,40005.47000000,40024.98000000,40000.06000000,40014.37000000,13.77600500,1627614119999,551186.82231155,722,5.45646300,218310.93612253,0
1627614120000,40014.37000000,40014.38000000,39994.42000000,39996.95000000,23.73628800,1627614179999,949602.34433659,690,7.39208400,295714.96758126,0
1627614180000,39996.95000000,40009.84000000,39949.57000000,39963.16000000,46.69533100,1627614239999,1866020.21305898,1288,28.17576100,1125883.35429191,0
1627614240000,39963.16000000,40000.00000000,39963.16000000,39990.67000000,17.00353300,1627614299999,679859.23622800,628,12.00566900,480009.99698938,0
1627614300000,39990.67000000,40007.50000000,39976.48000000,39977.57000000,16.28930600,1627614359999,651354.13809122,1030,6.54762800,261816.29395996,0
1627614360000,39977.57000000,39991.87000000,39975.02000000,39990.00000000,10.81408700,1627614419999,432378.64250607,588,7.50895500,300226.50844673,0
1627614420000,39990.00000000,40009.00000000,39987.15000000,40009.00000000,23.48447600,1627614479999,939303.47964579,985,13.48695200,539437.70256045,0
1627614480000,40009.00000000,40031.77000000,39999.99000000,40031.12000000,16.80300800,1627614539999,672312.32415193,785,8.59463300,343892.33359175,0
1627614540000,40031.12000000,40049.77000000,40010.05000000,40012.50000000,21.94130300,1627614599999,878380.91960536,833,5.12106200,205011.54742300,0
1627614600000,40012.50000000,40017.22000000,39995.74000000,39996.19000000,12.26143800,1627614659999,490520.51986472,655,5.05732800,202322.16537096,0
1627614660000,39996.20000000,40009.84000000,39996.20000000,39999.00000000,10.68356700,1627614719999,427390.71869752,1017,5.70028800,228037.68259777,0
1627614720000,39999.01000000,40030.80000000,39996.00000000,40003.44000000,11.01309600,1627614779999,440636.39374609,519,6.86503100,274667.94041686,0
1627614780000,40003.44000000,40027.39000000,40003.43000000,40027.38000000,5.72472900,1627614839999,229058.66127108,556,3.43792400,137558.16444281,0
1627614840000,40027.39000000,40035.00000000,40010.01000000,40033.41000000,14.31550000,1627614899999,572938.05216931,767,6.33996200,253756.82443659,0
1627614900000,40033.41000000,40056.09000000,40030.34000000,40051.86000000,23.98060000,1627614959999,960271.87976400,996,14.17932500,567782.11077983,0
1627614960000,40051.87000000,40064.50000000,40036.15000000,40047.36000000,14.48799400,1627615019999,580282.59440610,512,7.41160700,296855.05774316,0
